rank,name,score,release_date,types,regions
800,成为约翰·马尔科维奇,8.3,1999,"喜剧,剧情,奇幻,爱情",美国
801,杀生,7.8,2012,"剧情,悬疑",中国大陆
802,同学麦娜丝,7.9,2020,"剧情,喜剧",中国台湾
803,杀戮,8.2,2011,"剧情,喜剧","法国, 德国, 波兰, 西班牙"
804,丈夫得了抑郁症,8.2,2011,"剧情,爱情,家庭",日本
805,招魂2,7.9,2016,"剧情,悬疑,恐怖","加拿大, 美国, 英国"
806,愤怒的公牛,8.4,1980,"剧情,传记,运动",美国
807,一念无明,7.9,2017,"剧情,家庭",中国香港
808,旺角卡门,7.8,1988,"犯罪,剧情,爱情",中国香港
809,沦落人,8.2,2018,剧情,中国香港
810,木乃伊,7.9,1999,"剧情,动作,奇幻,冒险","美国, 英国, 摩洛哥"
811,麦兜，菠萝油王子,8.1,2004,"剧情,喜剧,动画",中国香港
812,放大,8.5,1966,"剧情,悬疑,惊悚","英国, 意大利"
813,流感,7.8,2013,"剧情,动作,冒险",韩国
814,光棍儿,8.1,2011,"剧情,喜剧,同性",中国大陆
815,契克,8.4,2016,"剧情,喜剧",德国
816,我杀了我妈妈,8.3,2009,"剧情,传记,同性,家庭",加拿大
817,钢琴课,8.1,1993,"剧情,爱情,音乐","新西兰, 澳大利亚, 法国"
818,小男孩,8.3,2015,"剧情,喜剧,战争","墨西哥, 美国"
819,虞美人盛开的山坡,8.0,2011,"剧情,动画",日本
820,守法公民,8.0,2009,"剧情,动作,犯罪",美国
821,你好，李焕英,7.7,2021,"剧情,喜剧,奇幻",中国大陆
822,非常主播,7.9,2009,"喜剧,剧情,音乐",韩国
823,浪客剑心,8.1,2012,"剧情,动作,古装",日本
824,危情三日,8.1,2011,"剧情,动作,爱情,犯罪,惊悚","美国, 法国"
825,浓情巧克力,8.0,2000,"剧情,爱情","英国, 美国"
826,每分钟120击,8.4,2017,"剧情,同性",法国
827,关于莉莉周的一切,7.9,2001,剧情,日本
828,新少林五祖,7.9,1994,"剧情,动作,冒险,武侠,古装",中国香港
829,祈祷落幕时,7.9,2019,"剧情,悬疑",日本
830,大决战之淮海战役,8.8,1991,"剧情,历史,战争",中国大陆
831,西伯利亚的理发师,8.6,1998,"喜剧,剧情,爱情","俄罗斯, 法国, 意大利, 捷克"
832,转山,7.9,2011,"剧情,冒险","中国大陆, 中国台湾"
833,芳华,7.7,2017,"剧情,历史,战争",中国大陆
834,木偶奇遇记,8.4,1940,"剧情,动画,奇幻,音乐",美国
835,看上去很美,7.9,2006,"喜剧,剧情","中国大陆, 意大利"
836,半生缘,7.9,1997,"剧情,爱情","中国香港, 中国大陆"
837,东京塔,8.7,2007,"剧情,家庭",日本
838,花魁,8.1,2007,"剧情,历史",日本
839,本能,7.9,1992,"剧情,悬疑,惊悚","美国, 法国"
840,平原上的夏洛克,7.8,2019,"剧情,喜剧,悬疑",中国大陆
841,恶人传,7.8,2019,"剧情,动作,犯罪",韩国
842,秋天的故事,8.5,1998,"剧情,爱情",法国
843,骆驼祥子,8.4,1982,剧情,中国大陆
844,两小无猜,8.5,1971,"剧情,爱情",英国
845,奇幻森林,7.8,2016,"剧情,奇幻,冒险","英国, 美国"
846,黄昏的清兵卫,8.8,2002,"剧情,历史,爱情",日本
847,夺宝奇兵3,8.2,1989,"剧情,动作,奇幻,冒险",美国
848,姊姊妹妹站起来,9.1,1951,剧情,中国大陆
849,绣春刀,7.7,2014,"剧情,动作,武侠,古装",中国大陆
850,天使之城,7.9,1998,"剧情,爱情,奇幻","美国, 德国"
851,硫磺岛的来信,8.2,2006,"剧情,历史,战争",美国
852,高地战,8.5,2011,"剧情,战争",韩国
853,活埋,7.9,2010,"剧情,悬疑,惊悚","西班牙, 英国, 美国, 法国"
854,解救吾先生,7.7,2015,"剧情,犯罪",中国大陆
855,喜福会,8.4,1993,"剧情,爱情",美国
856,智取威虎山,7.7,2014,"剧情,动作,战争,冒险","中国大陆, 中国香港"
857,罗曼蒂克消亡史,7.7,2016,剧情,"中国大陆, 中国香港"
858,布拉格之恋,8.2,1988,"剧情,爱情",美国
859,男与女,8.1,2016,"剧情,爱情",韩国
860,与神同行：罪与罚,7.8,2017,"剧情,奇幻",韩国
861,铁皮鼓,8.3,1979,"剧情,历史,战争","西德, 波兰, 法国, 南斯拉夫"
862,每当变幻时,8.0,2007,"喜剧,剧情,爱情","中国大陆, 中国香港"
863,宾虚,8.7,1959,"剧情,动作,历史,战争,冒险",美国
864,祖与占,8.4,1962,"剧情,爱情",法国
865,迫在眉梢,8.3,2002,"剧情,犯罪,惊悚",美国
866,恐袭波士顿,8.0,2017,"剧情,历史,惊悚",美国
867,午夜巴塞罗那,7.8,2008,"剧情,爱情","西班牙, 美国"
868,神奇动物在哪里,7.7,2016,"剧情,奇幻,冒险","英国, 美国"
869,刀,8.1,1995,"剧情,动作,武侠","中国香港, 中国大陆"
870,芬妮的旅程,8.6,2016,"剧情,战争","法国, 比利时"
871,怒火救援,8.1,2004,"动作,剧情,惊悚","美国, 英国"
872,沙丘,7.7,2021,"剧情,科幻,冒险",美国
873,过春天,7.7,2019,剧情,中国大陆
874,狙击手,7.7,2022,"剧情,历史,战争",中国大陆
875,托斯卡纳艳阳下,8.1,2003,"喜剧,剧情,爱情","美国, 意大利"
876,十月围城,7.7,2009,"动作,剧情,历史","中国香港, 中国大陆"
877,骡子,7.9,2019,"剧情,犯罪",美国
878,第六感生死缘,8.0,1998,"剧情,奇幻,悬疑,爱情",美国
879,迷失东京,7.8,2003,"剧情,爱情","美国, 日本"
880,倒数时刻,8.2,2021,"剧情,传记,歌舞",美国
881,红磨坊,7.9,2001,"剧情,歌舞,爱情","澳大利亚, 美国"
882,唐顿庄园,8.0,2019,剧情,"英国, 美国"
883,练习曲,8.0,2006,剧情,中国台湾
884,艋舺,7.7,2010,"剧情,动作,犯罪",中国台湾
885,一秒钟,7.7,2020,剧情,中国大陆
886,处女泉,8.6,1960,"犯罪,剧情",瑞典
887,欢迎来到东莫村,8.2,2005,"喜剧,剧情,战争",韩国
888,十七岁的单车,7.8,2001,剧情,"中国大陆, 中国台湾, 法国"
889,白兔糖,8.0,2011,"剧情,喜剧",日本
890,边境风云,7.8,2012,"剧情,犯罪",中国大陆
891,裁缝,7.9,2015,剧情,澳大利亚
892,投奔怒海,8.5,1982,剧情,中国香港
893,灰猎犬号,7.8,2020,"剧情,战争","美国, 加拿大, 中国大陆"
894,如果·爱,7.7,2005,"剧情,歌舞,爱情","中国大陆, 中国香港, 马来西亚"
895,寻枪,7.8,2002,"犯罪,剧情,悬疑",中国大陆
896,癫佬正传,8.6,1986,剧情,中国香港
897,投名状,7.7,2007,"剧情,动作,战争,古装","中国大陆, 中国香港"
898,神秘巨星,7.7,2018,"剧情,音乐",印度
899,2046,7.7,2004,"剧情,爱情,奇幻","中国香港, 中国大陆, 法国, 意大利, 德国"
900,罗斯玛丽的婴儿,8.2,1968,"剧情,恐怖",美国
901,玻璃之城,7.9,1998,"剧情,爱情",中国香港
902,中南海保镖,7.8,1994,"剧情,动作",中国香港
903,奇迹,8.1,1989,"动作,喜剧,犯罪,剧情",中国香港
904,假面,8.8,1966,"剧情,惊悚",瑞典
905,欲望号街车,8.4,1951,剧情,美国
906,一条狗的使命,7.7,2017,"剧情,喜剧,家庭",美国
907,青春梦工场,8.0,2005,"喜剧,剧情,爱情",中国香港
908,姐姐的守护者,8.2,2009,"剧情,家庭",美国
909,布鲁克林,7.9,2015,"剧情,爱情","英国, 加拿大, 爱尔兰"
910,米尔克,8.3,2008,"剧情,传记,同性",美国
911,地雷战,8.1,1963,"剧情,战争",中国大陆
912,拆弹部队,7.8,2008,"剧情,惊悚,战争",美国
913,裂缝,8.0,2009,"剧情,惊悚","英国, 爱尔兰, 西班牙, 法国, 瑞士"
914,冰血暴,8.0,1996,"犯罪,剧情,惊悚","美国, 英国"
915,只是爱着你,7.9,2006,"剧情,爱情",日本
916,夜半歌声,7.9,1995,"剧情,爱情,惊悚,音乐","中国香港, 中国大陆, 新加坡"
917,不能没有你,8.2,2009,"剧情,家庭",中国台湾
918,训练日,8.0,2001,"犯罪,剧情,惊悚",美国
919,戴珍珠耳环的少女,7.8,2003,"传记,剧情,爱情","英国, 卢森堡, 法国, 比利时, 美国"
920,光荣的愤怒,8.2,2006,剧情,中国大陆
921,椿三十郎,8.8,1962,"剧情,喜剧,动作,犯罪,惊悚",日本
922,一个勺子,7.7,2015,"剧情,喜剧",中国大陆
923,天生杀人狂,7.9,1994,"剧情,动作,犯罪",美国
924,偷心,7.8,2004,"剧情,爱情","美国, 英国"
925,我和我的祖国,7.6,2019,剧情,中国大陆
926,何处是我朋友的家,8.9,1987,剧情,伊朗
927,猩球崛起2：黎明之战,7.7,2014,"剧情,动作,科幻",美国
928,巴尔扎克与小裁缝,8.0,2002,"传记,剧情,爱情","中国大陆, 法国"
929,婚姻生活,9.1,1973,"剧情,爱情",瑞典
930,漫长的婚约,8.1,2004,"剧情,悬疑,爱情,战争","法国, 美国"
931,蓝莓之夜,7.7,2007,"剧情,爱情","美国, 法国, 中国大陆, 中国香港"
932,锅匠，裁缝，士兵，间谍,7.9,2011,"剧情,悬疑,惊悚","英国, 法国, 德国"
933,孩子王,8.2,1987,剧情,中国大陆
934,黑金,7.8,1997,"剧情,动作,犯罪",中国香港
935,女性瘾者：第一部,7.9,2013,"剧情,情色","丹麦, 德国, 法国, 比利时, 英国"
936,小鹿斑比,8.6,1942,"剧情,动画",美国
937,潜行者,8.8,1980,"剧情,科幻,悬疑",苏联
938,悬崖之上,7.6,2021,"剧情,动作,悬疑","中国大陆, 中国香港"
939,鲁冰花,8.8,1989,"家庭,剧情",中国台湾
940,突袭2：暴徒,8.1,2014,"剧情,动作,犯罪","印度尼西亚, 美国"
941,冬天的故事,8.5,1992,"剧情,爱情",法国
942,纯真年代,8.2,1993,"剧情,爱情",美国
943,星运里的错,7.9,2014,"剧情,爱情",美国
944,七月与安生,7.6,2016,"剧情,爱情","中国大陆, 中国香港"
945,中国合伙人,7.6,2013,剧情,"中国大陆, 中国香港"
946,将来的事,8.2,2016,剧情,"法国, 德国"
947,猜火车2,8.0,2017,"剧情,犯罪",英国
948,生死狙击,7.8,2007,"剧情,动作,惊悚",美国
949,五亿探长雷洛传1：雷老虎,7.9,1991,"动作,犯罪,剧情,爱情",中国香港
950,耳朵大有福,8.1,2008,"剧情,喜剧,家庭","中国大陆, 韩国"
951,爱再来一次,8.0,2004,"喜剧,剧情,奇幻,爱情","美国, 英国"
952,理发师陶德,7.8,2007,"剧情,恐怖,歌舞","美国, 英国"
953,夏天的故事,8.3,1996,"剧情,爱情",法国
954,弗兰兹,8.4,2016,"剧情,历史,爱情,战争","法国, 德国"
955,冈仁波齐,7.7,2017,剧情,中国大陆
956,狗狗与我的十个约定,8.1,2009,"剧情,喜剧,爱情",日本
957,红河谷,7.9,1999,"剧情,历史,爱情,战争",中国大陆
958,借着雨点说爱你,8.5,2004,"剧情,奇幻,爱情",日本
959,华尔街,8.2,1987,"犯罪,剧情",美国
960,不夜城,8.3,1998,"剧情,爱情","中国香港, 日本"
961,成事在人,8.3,2009,"传记,剧情,历史,运动",美国
962,边境杀手,7.7,2015,"剧情,犯罪,惊悚","美国, 墨西哥, 中国香港"
963,暖春,8.1,2003,"剧情,家庭",中国大陆
964,时间旅行者的妻子,7.7,2009,"剧情,奇幻,悬疑,爱情",美国
965,飞鹰艾迪,8.1,2016,"剧情,喜剧,传记,运动","英国, 美国, 德国"
966,一个都不能少,7.7,1999,剧情,中国大陆
967,双瞳,7.7,2002,"剧情,犯罪,悬疑,惊悚","中国香港, 中国台湾"
968,信条,7.6,2020,"剧情,动作,科幻","美国, 英国"
969,深夜食堂电影版,7.9,2014,剧情,日本
970,续命之徒：绝命毒师电影,8.0,2019,"剧情,犯罪,惊悚",美国
971,喊山,8.4,2013,剧情,中国大陆
972,白日焰火,7.6,2014,"剧情,犯罪,悬疑",中国大陆
973,双重赔偿,8.5,1944,"剧情,犯罪,悬疑,惊悚,黑色电影",美国
974,赴汤蹈火,8.1,2016,"剧情,犯罪,西部",美国
975,夜奔,8.2,2000,"剧情,爱情,同性","中国台湾, 中国大陆"
976,寒战,7.6,2012,"剧情,动作,犯罪","中国香港, 中国大陆"
977,幸运是我,8.0,2016,"剧情,家庭","中国香港, 中国大陆"
978,吉祥如意,7.7,2021,"剧情,家庭",中国大陆
979,居家男人,8.2,2000,"剧情,喜剧,爱情,家庭,奇幻",美国
980,澄沙之味,8.3,2015,剧情,"日本, 法国, 德国"
981,人生遥控器,7.8,2007,"剧情,喜剧,家庭,奇幻",美国
982,英雄,7.6,2002,"剧情,动作,武侠,古装","中国大陆, 中国香港"
983,金猴降妖,9.2,1985,"剧情,动画,奇幻",中国大陆
984,孤独的幸存者,8.1,2013,"剧情,传记,动作,战争","美国, 英国"
985,驾驶我的车,7.9,2021,剧情,日本
986,看见恶魔,7.9,2010,"剧情,犯罪,惊悚",韩国
987,茜茜公主2,8.4,1956,"剧情,历史,爱情",奥地利
988,大决战之平津战役,8.8,1992,"剧情,历史,战争",中国大陆
989,窃听风云,7.6,2009,"动作,剧情,惊悚","中国香港, 中国大陆, 新加坡"
990,摇摆狂潮,8.2,2018,"剧情,战争,歌舞",韩国
991,浪客剑心：传说的完结篇,8.2,2014,"剧情,动作",日本
992,摔角王,8.3,2008,"剧情,传记,运动","美国, 法国"
993,暮光之城,7.6,2009,"剧情,爱情,惊悚,奇幻",美国
994,扫毒,7.6,2013,"剧情,动作,犯罪,悬疑","中国大陆, 中国香港"
995,娜娜,7.8,2005,"剧情,音乐",日本
996,人狗奇缘,8.4,2006,"剧情,儿童",韩国
997,甘地传,8.5,1982,"传记,剧情,历史","英国, 印度, 美国"
998,海角七号,7.6,2009,"喜剧,剧情,爱情",中国台湾
999,飞向太空,8.7,1972,"剧情,科幻,悬疑",苏联
1000,雪国列车,7.6,2014,"剧情,动作,科幻","韩国, 捷克"
1001,日日是好日,8.2,2018,剧情,日本
1002,雨果,7.7,2012,"剧情,儿童,奇幻,冒险","英国, 美国, 法国"
1003,绝美之城,8.2,2013,剧情,"意大利, 法国"
1004,窃听风云2,7.6,2011,"剧情,动作,犯罪,悬疑","中国香港, 中国大陆"
1005,忘不了,7.8,2003,"剧情,爱情",中国香港
1006,马戏之王,7.7,2018,"剧情,传记,歌舞",美国
1007,浪客剑心 最终章 追忆篇,8.5,2021,"剧情,动作,冒险",日本
1008,007：大战皇家赌场,7.7,2007,"剧情,动作,惊悚,冒险","英国, 捷克, 美国, 德国, 巴哈马"
1009,大佬,8.4,2000,"犯罪,剧情,惊悚","日本, 英国, 美国"
1010,处子之山,8.5,2015,"剧情,爱情","冰岛, 丹麦"
1011,小委托人,8.1,2019,"剧情,犯罪",韩国
1012,爱情短片,8.8,1988,"剧情,爱情",波兰
1013,客途秋恨,8.5,1990,"剧情,家庭","中国香港, 中国台湾"
1014,赌城风云,8.3,1995,"传记,犯罪,剧情","美国, 法国"
1015,摇摆少女,8.4,2004,"剧情,喜剧,音乐",日本
1016,交响情人梦 最终乐章 前篇,8.5,2009,"喜剧,剧情,音乐",日本
1017,总有一天,8.7,2016,剧情,丹麦
1018,上车走吧,8.1,2000,剧情,中国大陆
1019,乌云背后的幸福线,7.7,2012,"剧情,喜剧,爱情,家庭",美国
1020,古惑仔2之猛龙过江,7.7,1996,"动作,剧情",中国香港
1021,没完没了,7.7,1999,"剧情,喜剧",中国大陆
1022,朝圣之路,8.4,2010,"剧情,喜剧,冒险","美国, 西班牙"
1023,东方快车谋杀案,8.2,2010,"剧情,犯罪,悬疑",英国
1024,古惑仔3之只手遮天,7.7,1996,"动作,剧情",中国香港
1025,踏血寻梅,7.6,2015,"剧情,犯罪,悬疑",中国香港
1026,热带鱼,8.7,1995,"喜剧,剧情",中国台湾
1027,鳄鱼波鞋走天涯,9.1,1995,"剧情,儿童",美国
1028,小飞侠彼得潘,8.2,2003,"剧情,儿童,奇幻,冒险","英国, 澳大利亚, 美国, 新西兰"
1029,我家买了动物园,7.8,2011,"剧情,喜剧,家庭",美国
1030,紫色,8.7,1985,剧情,美国
1031,爱情是狗娘,8.2,2000,"剧情,惊悚",墨西哥
1032,金色池塘,8.8,1982,"剧情,家庭","英国, 美国"
1033,地球之夜,8.2,1991,"喜剧,剧情","法国, 英国, 德国, 美国, 日本"
1034,依然爱丽丝,8.0,2014,剧情,"美国, 法国"
1035,南京！南京！,7.6,2009,"剧情,历史,战争","中国大陆, 中国香港"
1036,迷恋荷尔蒙,8.6,2003,"剧情,爱情,犯罪,同性","美国, 加拿大"
1037,悲惨世界,8.1,2019,"剧情,犯罪",法国
1038,和你在一起,7.9,2002,"剧情,音乐",中国大陆
1039,十三条命,8.5,2022,"剧情,传记,惊悚","美国, 加拿大, 英国"
1040,误杀,7.5,2019,"剧情,犯罪,悬疑",中国大陆
1041,汉江怪物,7.6,2007,"剧情,动作,科幻,恐怖",韩国
1042,歌舞青春,7.7,2006,"剧情,喜剧",美国
1043,战舰波将金号,8.7,1925,"剧情,历史,战争",苏联
1044,八佰,7.5,2020,"剧情,历史,战争",中国大陆
1045,处刑人,8.2,1999,"动作,犯罪,剧情,惊悚","美国, 加拿大"
1046,老炮儿,7.5,2015,"剧情,犯罪",中国大陆
1047,美国田园下的罪恶,8.3,2007,"犯罪,剧情",美国
1048,无问西东,7.5,2018,"剧情,爱情,战争",中国大陆
1049,气球,7.7,2020,剧情,中国大陆
1050,犬之力,7.9,2021,"剧情,西部,同性","英国, 澳大利亚, 美国, 加拿大, 新西兰"
1051,爱有来生,7.7,2009,"剧情,爱情",中国大陆
1052,非常突然,8.0,1998,"犯罪,剧情",中国香港
1053,可爱的你,7.9,2015,剧情,"中国香港, 中国大陆"
1054,艺伎回忆录,7.6,2005,"剧情,爱情",美国
1055,朱丽叶与梁山伯,8.2,2000,"剧情,爱情",中国香港
1056,奔腾年代,8.4,2003,"剧情,历史,运动",美国
1057,瑞士军刀男,7.8,2016,"剧情,喜剧,爱情,奇幻",美国
1058,无主之地,8.6,2001,"剧情,战争","波黑, 斯洛文尼亚, 意大利, 法国, 英国, 比利时"
1059,第36个故事,7.6,2010,"喜剧,剧情",中国台湾
1060,保镖,7.9,1992,"剧情,动作,爱情,惊悚,音乐",美国
1061,杀破狼,7.6,2005,"剧情,动作,犯罪","中国香港, 中国澳门"
1062,狂人皮埃罗,8.4,1965,"剧情,爱情,犯罪","法国, 意大利"
1063,新宿事件,7.6,2009,"剧情,犯罪",中国香港
1064,法官老爹,8.0,2014,剧情,美国
1065,一个陌生女人的来信,7.6,2005,"剧情,爱情",中国大陆
1066,回归,8.2,2006,"喜剧,犯罪,剧情,悬疑",西班牙
1067,猎鹿人,8.4,1978,"剧情,战争",美国
1068,小公主,8.5,1995,"剧情,奇幻",美国
1069,史崔特先生的故事,8.6,1999,"剧情,传记","法国, 英国, 美国"
1070,分手的决心,7.6,2022,"剧情,犯罪,悬疑",韩国
1071,宝贝计划,7.5,2006,"动作,喜剧,剧情","中国香港, 中国大陆"
1072,想飞的钢琴少年,8.6,2010,"剧情,音乐",瑞士
1073,洛丽塔,7.8,1962,"剧情,爱情,情色","美国, 英国"
1074,宿敌,8.6,2022,剧情,印度
1075,天空之眼,7.8,2017,"剧情,战争","英国, 加拿大"
1076,最后的武士,7.9,2003,"动作,冒险,剧情,历史,战争","美国, 新西兰, 日本"
1077,帕特森,8.1,2016,剧情,"美国, 法国, 德国"
1078,爱情万岁,8.0,1994,"剧情,同性",中国台湾
1079,女性瘾者：第二部,7.9,2013,"剧情,情色","丹麦, 德国, 比利时, 英国, 法国, 瑞典"
1080,香火,8.4,2003,剧情,中国大陆
1081,猎杀U-571,8.1,2000,"动作,剧情,战争","法国, 美国"
1082,大白鲨,7.8,1975,"剧情,惊悚,冒险",美国
1083,军舰岛,7.9,2017,"剧情,动作,历史",韩国
1084,不良教育,8.3,2004,"剧情,犯罪,悬疑,惊悚,同性",西班牙
1085,西线无战事,8.9,1930,"剧情,动作,历史,战争",美国
1086,仙境之桥,7.9,2009,"剧情,奇幻,冒险",美国
1087,成长教育,7.7,2009,剧情,"美国, 英国"
1088,监狱风云2：逃犯,7.9,1991,"剧情,动作,犯罪",中国香港
1089,我要复仇,7.9,2002,"剧情,动作,惊悚",韩国
1090,新桥恋人,8.1,1991,"剧情,爱情",法国
1091,蓝色情人节,7.8,2010,"剧情,爱情",美国
1092,八月照相馆,8.0,1998,"剧情,爱情",韩国
1093,甜蜜的生活,8.6,1960,"剧情,喜剧","意大利, 法国"
1094,狐狸与我,8.5,2007,"剧情,儿童,冒险",法国
1095,男孩别哭,8.2,1999,"剧情,爱情,犯罪",美国
1096,呼喊与细语,8.6,1972,"剧情,爱情",瑞典
1097,老手,7.7,2015,"剧情,动作,犯罪",韩国
1098,金矿,8.2,2016,"剧情,惊悚,冒险",美国
1099,飞越老人院,7.8,2012,"剧情,喜剧",中国大陆
1100,神秘河,7.9,2003,"犯罪,剧情,悬疑,惊悚","美国, 澳大利亚"
1101,她,7.7,2016,"剧情,惊悚","法国, 德国, 比利时"
1102,曼哈顿,8.3,1979,"喜剧,剧情,爱情",美国
1103,决战中途岛,7.5,2019,"剧情,历史,战争","中国大陆, 中国香港, 加拿大, 美国"
1104,边缘日记,8.2,1995,"传记,犯罪,剧情,运动",美国
1105,12怒汉：大审判,8.4,2007,"剧情,悬疑",俄罗斯
1106,毒战,7.5,2013,"剧情,动作,犯罪","中国大陆, 中国香港"
1107,野战排,8.2,1986,"动作,剧情,战争","美国, 英国"
1108,辣手神探,7.9,1992,"动作,犯罪,剧情,惊悚",中国香港
1109,与犯罪的战争：坏家伙的全盛时代,7.9,2012,"剧情,犯罪",韩国
1110,四月三周两天,8.3,2007,剧情,罗马尼亚
1111,为黛西小姐开车,8.3,1989,"喜剧,剧情",美国
1112,我，花样女王,7.9,2017,"剧情,喜剧,传记,运动","英国, 美国, 卡塔尔"
1113,酒精计划,7.8,2020,"剧情,喜剧","丹麦, 瑞典, 荷兰"
1114,套装,7.9,2022,"剧情,犯罪,惊悚",美国
1115,最好的时光,7.6,2005,"剧情,爱情",中国台湾
1116,超市夜未眠,7.7,2006,"喜剧,剧情,爱情",英国
1117,光辉岁月,8.6,2000,"剧情,传记,运动",美国
1118,世界上最糟糕的人,7.9,2021,"剧情,喜剧,爱情","挪威, 法国, 瑞典, 丹麦"
1119,回归,8.6,2003,"剧情,家庭",俄罗斯
1120,密阳,8.0,2007,剧情,韩国
1121,普吉岛的最后黄昏,8.8,2021,"剧情,喜剧,爱情,同性",泰国
1122,致允熙,8.3,2019,"剧情,同性",韩国
1123,亲切的金子,7.6,2005,"剧情,犯罪,惊悚",韩国
1124,杀破狼2,7.5,2015,"剧情,动作,犯罪","中国香港, 中国大陆"
1125,忠奸人,8.1,1997,"剧情,传记,犯罪",美国
1126,海啸奇迹,7.8,2013,"剧情,灾难,家庭","西班牙, 泰国, 美国"
1127,世上最美的离别,8.4,2011,"剧情,家庭",韩国
1128,暴雨将至,8.6,1994,"剧情,战争","马其顿, 法国, 英国"
1129,美国精神病人,7.8,2000,"犯罪,剧情,惊悚",美国
1130,炙热,8.3,2015,剧情,"印度, 美国, 英国"
1131,印度合伙人,7.7,2018,"剧情,喜剧,传记",印度
1132,天鹅挽歌,8.1,2021,"剧情,科幻",美国
1133,女朋友，男朋友,7.5,2012,"剧情,爱情,同性",中国台湾
1134,茜茜公主3,8.4,1957,"剧情,历史,爱情",奥地利
1135,东京奏鸣曲,8.1,2008,剧情,"日本, 荷兰, 中国香港"
1136,座头市,8.1,2003,"动作,喜剧,犯罪,剧情,音乐",日本
1137,流星语,8.6,1999,"喜剧,剧情",中国香港
1138,浮城谜事,7.5,2012,"剧情,犯罪","中国大陆, 法国"
1139,溺水小刀,7.6,2016,"剧情,爱情",日本
1140,电话,7.6,2020,"剧情,悬疑,惊悚",韩国
1141,彗星美人,8.7,1950,剧情,美国
1142,穿裘皮的维纳斯,8.1,2013,剧情,"法国, 波兰"
1143,猎凶风河谷,7.8,2017,"剧情,犯罪,悬疑","英国, 加拿大, 美国"
1144,心理游戏,7.7,1997,"剧情,动作,悬疑,惊悚",美国
1145,三毛流浪记,8.3,1949,"剧情,喜剧",中国大陆
1146,欲望都市,7.7,2008,"喜剧,剧情,爱情",美国
1147,长津湖,7.4,2021,"剧情,历史,战争","中国大陆, 中国香港"
1148,图雅的婚事,8.0,2006,"剧情,爱情",中国大陆
1149,扬名立万,7.4,2021,"剧情,喜剧,悬疑",中国大陆
1150,寻龙诀,7.4,2015,"剧情,动作,奇幻,冒险","中国大陆, 中国香港"
1151,天才一族,8.1,2001,"剧情,喜剧,家庭",美国
1152,战略特勤组,7.9,2011,"剧情,悬疑,惊悚",美国
1153,西葫芦的生活,8.5,2016,"剧情,儿童,动画","瑞士, 法国"
1154,无声,7.8,2020,剧情,中国台湾
1155,泰山,7.7,1999,"动画,冒险,剧情,家庭",美国
1156,黄土地,7.9,1985,"剧情,音乐",中国大陆
1157,奇迹·笨小孩,7.4,2022,剧情,中国大陆
1158,爱的曝光,8.3,2008,"动作,喜剧,剧情,爱情",日本
1159,壮志凌云,7.7,1986,"剧情,动作",美国
1160,触不到的恋人,7.7,2006,"剧情,奇幻,爱情","美国, 澳大利亚"
1161,虎兄虎弟,8.6,2004,"剧情,冒险","法国, 英国"
1162,龙虾,7.6,2015,"剧情,喜剧,奇幻","爱尔兰, 英国, 希腊, 法国, 荷兰"
1163,爱神,7.7,2004,"剧情,爱情,情色","意大利, 中国香港, 美国, 法国, 卢森堡, 英国"
1164,危机13小时,7.8,2016,"剧情,动作,战争,惊悚",美国
1165,细路祥,8.5,1999,剧情,中国香港
1166,死亡医生,8.5,2010,"剧情,传记",美国
1167,伊莎贝拉,7.6,2006,剧情,中国香港
1168,吾栖之肤,7.6,2011,"剧情,悬疑,惊悚",西班牙
1169,我这一辈子,8.8,1950,"剧情,历史",中国大陆
1170,97古惑仔战无不胜,7.6,1997,"动作,剧情",中国香港
1171,云中漫步,7.8,1995,"剧情,爱情","美国, 墨西哥"
1172,水果硬糖,7.5,2006,"剧情,犯罪,惊悚",美国
1173,搜索,7.4,2012,"剧情,悬疑",中国大陆
1174,蜘蛛巢城,8.5,1957,"剧情,历史",日本
1175,女人步上楼梯时,9.1,1960,剧情,日本
1176,南方车站的聚会,7.4,2019,"剧情,犯罪","中国大陆, 法国"
1177,舞出我人生,7.7,2009,"剧情,爱情,歌舞",美国
1178,万里归途,7.4,2022,"剧情,战争",中国大陆
1179,新难兄难弟,8.0,1993,"剧情,喜剧",中国香港
1180,精英部队,8.0,2007,"剧情,动作,犯罪,惊悚","巴西, 美国, 阿根廷"
1181,上甘岭,8.4,1956,"战争,剧情",中国大陆
1182,深夜食堂2,8.0,2017,剧情,日本
1183,以女儿之名,8.4,2016,"剧情,传记","法国, 德国"
1184,丘奇先生,8.5,2016,"剧情,喜剧",美国
1185,一江春水向东流,8.5,2017,剧情,中国大陆
1186,真相至上,8.3,2008,"剧情,悬疑",美国
1187,少女小渔,7.9,1995,剧情,中国台湾
1188,大象,7.8,2003,"犯罪,剧情",美国
1189,欲盖弄潮,8.1,2008,"剧情,爱情,同性",美国
1190,沉默的教室,8.4,2018,"剧情,历史",德国
1191,十二宫,7.5,2007,"剧情,传记,犯罪,悬疑,惊悚",美国
1192,移魂女郎,8.2,1999,"传记,剧情","美国, 德国"
1193,小兵张嘎,7.8,1963,"剧情,儿童,战争",中国大陆
1194,自由作家,8.6,2007,"传记,犯罪,剧情","美国, 德国"
1195,巴黎野玫瑰,8.1,1986,"剧情,爱情,情色",法国
1196,游园惊梦,7.6,2001,"剧情,爱情,同性",中国香港
